PlayerID,birthdate,school,BirthCountry,weight,seasons played,position,from year,to year,"height (ft""in)",is_active
1627098,1989-03-11,Virginia Tech,USA,190.0,2,Guard,2016.0,2017.0,"6""3",0
183,1969-04-06,Arizona,USA,260.0,8,Center-Forward,1991.0,1998.0,"6""11",0
2568,1982-08-29,Fortitudo Bologna,Argentina,230.0,9,Guard-Forward,2004.0,2013.0,"6""6",0
1629116,1994-11-20,Seton Hall,Dominican Republic,245.0,2,Center,2018.0,2018.0,"6""10",0
960,1974-01-28,Kentucky,USA,189.0,10,Guard,1996.0,2005.0,"6""2",0
203521,1990-09-08,St. Mary's,Australia,200.0,9,Guard,2013.0,2023.0,"6""3",1
76553,1957-06-27,Arizona,USA,225.0,3,Forward,1979.0,1981.0,"6""9",0
725,1970-02-12,Pacific,USA,205.0,3,Guard,1993.0,1996.0,"6""3",0
76555,1929-07-19,King's,USA,190.0,5,Guard,1954.0,1958.0,"6""3",0
2736,1985-04-16,Duke,United Kingdom,237.0,16,Forward,2004.0,2018.0,"6""9",0
76556,1958-10-18,Duke,USA,220.0,3,Forward,1981.0,1983.0,"6""8",0
76557,1930-09-19,Lawrence Tech,USA,175.0,1,Guard,1952.0,1952.0,"6""2",0
202458,1985-09-05,Washington,USA,185.0,2,Guard,2011.0,2012.0,"5""11",0
76558,1949-02-18,Duke,USA,240.0,1,Center,1976.0,1976.0,"6""10",0
76559,1952-03-11,Seattle,USA,175.0,2,Guard,1974.0,1975.0,"6""0",0
1629094,1996-02-01,Georgetown,USA,249.0,2,Forward,2018.0,2018.0,"6""7",0
76560,1945-05-13,Rochester,USA,170.0,1,Guard,1966.0,1966.0,"6""1",0
76561,1931-12-21,George Washington,USA,195.0,3,Guard,1955.0,1957.0,"6""5",0
76568,1951-01-15,Providence,USA,180.0,5,Guard,1973.0,1977.0,"6""0",0
1628978,1997-01-31,Villanova,USA,203.0,5,Guard,2018.0,2023.0,"6""4",1
1631217,2002-01-21,Michigan,France,210.0,1,Forward,2022.0,2023.0,"6""10",1
1629603,1997-01-21,Virginia,Guinea,228.0,3,Forward,2020.0,2023.0,"6""9",1
1627767,1996-09-13,Kansas,Mali,219.0,5,Forward-Center,2016.0,2021.0,"6""8",0
1628977,1998-07-31,Kentucky,USA,202.0,5,Guard,2018.0,2023.0,"6""5",1
2564,1982-04-16,Pau Orthez,France,250.0,15,Center-Forward,2003.0,2016.0,"6""8",0
200821,1982-08-29,Pepperdine,USA,225.0,5,Forward-Guard,2006.0,2009.0,"6""7",0
2424,1978-09-16,Gonzaga,USA,180.0,7,Guard,2002.0,2007.0,"6""0",0
76563,1951-11-27,University of Charleston,USA,190.0,2,Guard,1975.0,1976.0,"6""4",0
1722,1975-06-25,Arizona,USA,190.0,6,Guard,1998.0,2002.0,"6""5",0
76564,1951-03-20,Cincinnati,USA,218.0,5,Forward,1973.0,1977.0,"6""7",0
76565,1926-10-26,North Carolina State,USA,175.0,1,Guard,1951.0,1951.0,"6""1",0
101143,1982-03-01,Marquette,USA,175.0,6,Guard,2005.0,2009.0,"6""1",0
203476,1990-01-18,Louisville,Senegal,248.0,10,Center,2013.0,2023.0,"6""10",1
76569,1958-10-15,Florida State,USA,170.0,1,Guard,1981.0,1981.0,"6""3",0
76570,1917-07-02,Valparaiso,USA,190.0,1,Forward,1946.0,1946.0,"6""3",0
76571,1924-01-08,North Carolina,USA,180.0,1,Forward,1949.0,1949.0,"6""3",0
76574,1967-06-15,North Carolina-Charlotte,USA,170.0,2,Guard,1989.0,1990.0,"6""1",0
76575,1950-01-22,Voorhees,USA,210.0,1,Forward,1971.0,1971.0,"6""5",0
76576,1943-07-15,New Mexico Highlands,USA,220.0,4,Forward,1967.0,1971.0,"6""7",0
203915,1993-04-06,Colorado,USA,215.0,9,Guard,2014.0,2023.0,"6""5",1
101113,1983-09-11,Arizona State,USA,250.0,7,Forward,2005.0,2011.0,"6""9",0
76577,1940-11-21,Purdue,USA,189.0,9,Forward,1962.0,1972.0,"6""7",0
124,1968-02-03,Partizan,Serbia,260.0,17,Center,1989.0,2004.0,"7""1",0
1059,1967-08-26,Fortitudo Bologna,Serbia,198.0,1,Guard,1996.0,1996.0,"6""2",0
76580,1924-11-01,Truman State,USA,175.0,1,Forward,1949.0,1949.0,"6""5",0
1720,1977-06-15,Utah,USA,262.0,11,Center,1998.0,2007.0,"6""11",0
76581,1927-07-09,New York University,USA,175.0,2,Guard,1949.0,1950.0,"6""0",0
76582,1919-08-10,Colorado,USA,195.0,4,Forward,1946.0,1949.0,"6""4",0
76583,1957-08-16,Washington State,USA,275.0,14,Center,1980.0,1994.0,"7""2",0
1629029,1999-02-28,Real Madrid,Slovenia,230.0,5,Forward-Guard,2018.0,2023.0,"6""7",1
76584,1926-10-11,Ohio State,USA,190.0,4,Guard,1950.0,1953.0,"6""2",0
76585,1926-09-10,Muhlenberg,USA,180.0,1,Guard,1949.0,1949.0,"6""2",0
2039,1980-05-08,Missouri,USA,195.0,14,Guard,2000.0,2012.0,"6""3",0
76587,1954-12-18,Georgia,USA,230.0,3,Forward,1977.0,1980.0,"6""7",0
1628416,1996-02-18,Oregon,USA,180.0,3,Guard,2017.0,2022.0,"6""4",1
1629652,1999-04-19,Arizona State,Canada,220.0,4,Guard,2019.0,2023.0,"6""4",1
1630245,2000-01-17,Illinois,USA,200.0,2,Guard,2021.0,2023.0,"6""5",1
1628422,1994-05-06,Houston,USA,210.0,5,Guard,2017.0,2021.0,"6""5",0
1629653,1999-08-02,Kansas,USA,185.0,3,Guard,2020.0,2022.0,"6""1",1
200763,1984-05-16,Rutgers,USA,175.0,4,Guard,2006.0,2008.0,"6""3",0
76588,1964-04-09,Illinois,USA,195.0,1,Guard,1986.0,1986.0,"6""3",0
76589,1956-06-12,Kansas,USA,170.0,2,Guard,1981.0,1982.0,"6""2",0
428,1966-09-15,Syracuse,USA,,12,Guard,1989.0,2000.0,,0
201962,1986-03-16,Florida State,USA,195.0,8,Guard,2009.0,2016.0,"6""2",0
201604,1987-01-08,Memphis,USA,210.0,7,Guard,2008.0,2014.0,"6""7",0
1629635,2000-12-23,Limoges,France,230.0,4,Forward,2019.0,2021.0,"6""9",0
76592,1945-08-16,St. John's (NY),USA,198.0,2,Forward,1967.0,1968.0,"6""8",0
202220,1984-09-10,Virginia Tech,USA,191.0,2,Guard,2010.0,2010.0,"6""3",0
76593,1923-11-11,Marquette,USA,210.0,1,Center,1947.0,1947.0,"6""6",0
76594,1950-09-09,Indiana,USA,225.0,2,Center,1973.0,1974.0,"6""8",0
1630288,1997-05-10,Rhode Island,USA,177.0,2,Guard,2021.0,2023.0,"6""3",1
76595,1940-02-06,Belmont Abbey,USA,200.0,1,Forward,1962.0,1962.0,"6""8",0
1628495,1993-10-31,Loyola (IL),USA,180.0,2,Guard,2017.0,2017.0,"6""4",0
1628408,1996-10-25,South Carolina,USA,205.0,6,Guard-Forward,2017.0,2023.0,"6""6",1
76596,1966-06-29,South Carolina,USA,210.0,1,Forward,1989.0,1989.0,"6""9",0
201609,1986-05-06,Union Olimpija,Slovenia,190.0,15,Guard,2008.0,2023.0,"6""4",1
1068,1963-11-07,Kansas,USA,265.0,10,Center,1986.0,1996.0,"7""1",0
1724,1974-09-21,Valparaiso,USA,184.0,6,Guard,1998.0,2003.0,"6""3",0
76598,1954-09-30,Gardner-Webb,USA,205.0,11,Forward,1974.0,1984.0,"6""6",0
76599,1958-04-02,Missouri,USA,170.0,10,Guard,1980.0,1990.0,"6""1",0
203580,1990-03-05,UCLA,USA,180.0,2,Guard,2014.0,2017.0,"6""2",0
17,1962-06-22,Houston,USA,222.0,15,Guard,1983.0,1997.0,"6""7",0
76603,1947-08-28,Boston College,USA,215.0,5,Forward,1970.0,1974.0,"6""7",0
1542,1975-10-27,Efes Pilsen,Serbia,270.0,5,Center,2001.0,2004.0,"6""11",0
76604,1954-04-20,UCLA,USA,250.0,1,Center,1980.0,1980.0,"7""2",0
203083,1993-08-10,Connecticut,USA,279.0,11,Center,2012.0,2023.0,"6""11",1
76623,1952-03-31,Syracuse,USA,175.0,2,Guard,1974.0,1975.0,"6""3",0
1630537,1997-06-13,Oregon,Dominican Republic,190.0,2,Guard,2021.0,2023.0,"6""5",1
76605,1933-03-25,St. John's (NY),USA,185.0,1,Guard,1957.0,1957.0,"6""1",0
404,1964-04-01,Eastern Illinois,USA,300.0,12,Center,1986.0,1996.0,"7""0",0
76607,1950-03-05,Washington,USA,180.0,6,Guard,1972.0,1978.0,"6""2",0
201162,1985-07-10,Boston College,USA,237.0,15,Forward,2007.0,2020.0,"6""6",0
76608,1956-07-29,Detroit,USA,180.0,4,Guard,1979.0,1982.0,"6""2",0
76609,1922-07-05,Tulane,USA,175.0,1,Forward,1946.0,1946.0,"6""4",0
76610,1940-09-26,Colgate,USA,185.0,3,Guard,1962.0,1964.0,"6""3",0
2768,1982-08-31,Duke,USA,190.0,10,Guard,2004.0,2012.0,"6""1",0
1626251,1991-12-04,Wisconsin,Croatia,220.0,2,Forward,2015.0,2015.0,"6""9",0
1630561,1999-10-13,Providence,USA,204.0,2,Guard,2021.0,2023.0,"6""4",1
76611,1930-06-23,Seton Hall,USA,220.0,8,Center,1955.0,1962.0,"7""0",0
434,1972-08-25,Missouri-Kansas City,USA,190.0,4,Guard,1994.0,1997.0,"6""6",0
76615,1922-04-17,William & Mary,USA,195.0,3,Forward,1948.0,1950.0,"6""6",0
1495,1976-04-25,Wake Forest,US Virgin Islands,250.0,20,Center-Forward,1997.0,2015.0,"6""11",0
2399,1980-09-15,Duke,USA,230.0,16,Guard-Forward,2002.0,2016.0,"6""9",0
76616,1954-03-21,South Carolina,USA,180.0,11,Guard,1976.0,1989.0,"6""3",0
1627739,1994-03-18,Providence,USA,205.0,7,Guard,2016.0,2023.0,"6""3",0
201142,1988-09-29,Texas,USA,240.0,15,Forward,2007.0,2023.0,"6""10",1
1631105,2003-11-18,Memphis,USA,250.0,1,Center,2022.0,2023.0,"6""11",1
76619,1958-10-30,Georgetown,USA,195.0,3,Guard,1980.0,1982.0,"6""3",0
1090,1967-03-10,Colorado State,USA,210.0,2,Forward,1992.0,1994.0,"6""7",0
76621,1960-10-20,Brigham Young,USA,200.0,2,Forward,1984.0,1985.0,"6""7",0
76622,1948-12-08,La Salle,USA,190.0,4,Forward,1971.0,1974.0,"6""7",0
1631347,1998-07-22,Florida,USA,,0,,,,,1
1628979,1998-08-03,Duke,USA,189.0,2,Guard,2018.0,2018.0,"6""2",0
76625,1959-06-11,Long Beach State,USA,190.0,1,Forward,1981.0,1981.0,"6""8",0
76626,1930-02-17,DePaul,USA,225.0,1,Forward,1953.0,1953.0,"6""6",0
289,1966-11-24,New Orleans,USA,231.0,7,Guard,1988.0,1997.0,"6""5",0
76628,1946-05-24,Brigham Young,USA,215.0,2,Center,1976.0,1977.0,"6""11",0
768,1970-06-23,Iowa,USA,240.0,4,Forward-Center,1993.0,1996.0,"6""11",0
76630,1927-04-28,Loyola-Chicago,USA,190.0,1,Forward,1953.0,1953.0,"6""3",0
203921,1991-04-17,Wichita State,USA,210.0,3,Forward,2014.0,2015.0,"6""8",0
1631106,2001-05-10,Louisiana State,USA,215.0,1,Forward,2022.0,2023.0,"6""8",1
76632,1959-02-08,Louisville,USA,180.0,4,Guard,1982.0,1986.0,"6""4",0
202365,1989-10-28,West Virginia,USA,215.0,4,Forward,2010.0,2012.0,"6""9",0
76633,1935-10-07,Detroit,USA,190.0,1,Guard,1957.0,1957.0,"6""4",0
76634,1952-05-10,Missouri,USA,225.0,4,Forward,1974.0,1977.0,"6""6",0
2569,1984-06-18,Westbury Christian HS (TX),USA,195.0,3,Forward,2003.0,2004.0,"6""9",0
1630693,1997-04-27,Wichita State,Colombia,258.0,2,Center,2021.0,2021.0,"6""10",0
76635,1967-12-27,Mississippi,USA,240.0,1,Center,1991.0,1991.0,"6""11",0
76636,1922-12-27,Illinois,USA,189.0,4,Forward,1949.0,1952.0,"6""2",0
76637,1962-05-24,Virginia,USA,205.0,1,Forward,1984.0,1984.0,"6""8",0
721,1973-02-14,UCLA,USA,166.0,4,Guard,1995.0,2000.0,"5""10",0
1630162,2001-08-05,Georgia,USA,225.0,3,Guard,2020.0,2023.0,"6""4",1
76646,1971-09-22,Wright State,USA,215.0,1,Forward,1993.0,1993.0,"6""8",0
898,1965-10-31,East Carolina,USA,200.0,10,Forward,1989.0,1998.0,"6""4",0
1629035,1998-03-12,Purdue,USA,200.0,4,Guard,2019.0,2021.0,"5""11",0
2451,1979-03-05,Central Connecticut State,USA,275.0,1,Forward,2002.0,2004.0,"6""9",0
346,1971-01-21,Florida State,USA,235.0,3,Forward,1993.0,1995.0,"6""7",0
76641,1959-02-02,Cleveland State,USA,170.0,7,Guard,1981.0,1987.0,"6""1",0
76643,1969-01-03,Indiana,USA,185.0,1,Forward,1989.0,1989.0,"6""4",0
2823,1981-07-31,Kent State,USA,275.0,3,Center,2004.0,2005.0,"7""0",0
236,1965-10-30,DePaul,USA,210.0,11,Guard,1988.0,2000.0,"6""3",0
1630306,1997-01-20,Arizona State,USA,205.0,2,Guard,2021.0,2021.0,"6""5",0
1629053,1996-04-05,Purdue,USA,225.0,2,Forward,2018.0,2018.0,"6""8",0
76648,1918-06-08,Oklahoma State,USA,170.0,1,Guard,1948.0,1948.0,"6""0",0
76649,1923-03-10,Purdue,USA,198.0,2,Guard,1947.0,1948.0,"6""3",0
378,1961-08-11,Washington State,USA,180.0,14,Guard,1983.0,1996.0,"6""6",0
76651,1933-10-21,Southeast Missouri,USA,200.0,1,Guard,1961.0,1961.0,"6""3",0
458,1972-12-04,Boston College,USA,185.0,12,Guard,1994.0,2005.0,"6""2",0
1918,1975-08-22,Maryland,Nigeria,270.0,5,Center,1999.0,2004.0,"6""9",0
2064,1979-04-25,Connecticut,USA,200.0,2,Guard,2000.0,2002.0,"5""10",0
76653,1918-07-24,Hamline,USA,210.0,1,Forward,1946.0,1946.0,"6""2",0
53,1963-11-26,American International,USA,225.0,11,Guard-Forward,1990.0,2000.0,"6""5",0
1629604,2000-06-16,Washington State,USA,200.0,3,Forward-Guard,2020.0,2021.0,"6""6",1
76655,1922-11-18,West Texas A&M,USA,230.0,2,Center,1948.0,1950.0,"6""8",0
1627740,1997-01-13,Marquette,USA,240.0,5,Forward-Center,2016.0,2020.0,"6""10",0
201961,1987-11-29,North Carolina,USA,207.0,14,Guard,2009.0,2021.0,"6""4",0
251,1968-02-02,Arizona,USA,220.0,12,Forward,1989.0,2000.0,"6""8",0
76658,1936-02-11,Niagara,USA,185.0,2,Forward,1958.0,1959.0,"6""5",0
107,1960-08-06,Tennessee,USA,205.0,17,Guard,1983.0,1999.0,"6""7",0
1677,1970-10-07,Morehouse,USA,220.0,3,Forward-Guard,1993.0,1997.0,"6""5",0
76661,1944-05-03,San Francisco,USA,175.0,8,Forward,1966.0,1973.0,"6""6",0
1631165,2000-01-08,Alabama,USA,175.0,1,Guard,2022.0,2023.0,"6""3",1
111,1970-05-05,Notre Dame,USA,240.0,12,Forward,1992.0,2002.0,"6""8",0
1034,1969-04-28,Syracuse,USA,225.0,3,Center,1991.0,1995.0,"6""9",0
76663,1940-03-10,St. John's (NY),USA,210.0,14,Forward,1962.0,1975.0,"6""11",0
101145,1985-10-26,No College,USA,185.0,13,Guard,2005.0,2016.0,"6""3",0
442,1967-04-03,Louisville,USA,,11,Center,1989.0,2000.0,,0
600010,1952-03-28,Maryland,USA,220.0,8,Center,1976.0,1983.0,"6""10",0
76667,1952-08-15,North Carolina,USA,190.0,1,Guard,1976.0,1976.0,"6""3",0
2408,1978-05-02,Fresno State,USA,260.0,9,Center-Forward,2002.0,2013.0,"6""10",0
203954,1994-03-16,Kansas,Cameroon,280.0,7,Center-Forward,2014.0,2023.0,"7""0",1
76668,1937-03-26,Miami (Ohio),USA,240.0,11,Center,1958.0,1968.0,"6""8",0
2765,1982-08-27,Texas Tech,USA,230.0,3,Guard,2004.0,2011.0,"6""5",0
76669,1918-03-02,Akron,USA,200.0,1,Forward,1946.0,1946.0,"6""2",0
76670,1959-03-01,Wyoming,USA,245.0,5,Center,1982.0,1987.0,"6""11",0
76671,1963-12-06,California-Irvine,USA,245.0,1,Forward,1988.0,1988.0,"6""8",0
76672,1967-07-11,Virginia Union,USA,175.0,2,Guard,1990.0,1991.0,"6""3",0
76673,1954-01-05,South Carolina,USA,190.0,15,Forward,1976.0,1990.0,"6""8",0
76674,1946-12-26,Rhode Island,USA,185.0,1,Guard,1970.0,1970.0,"6""4",0
76676,1970-02-04,South Carolina,USA,195.0,3,Guard,1992.0,1994.0,"6""4",0
203119,1988-09-24,Missouri,USA,200.0,2,Guard,2012.0,2012.0,"6""6",0
76675,1950-10-20,Texas-El Paso,USA,205.0,1,Forward,1972.0,1972.0,"6""6",0
76677,1917-10-21,Wisconsin,USA,205.0,1,Forward,1949.0,1949.0,"6""4",0
203898,1994-08-24,Syracuse,Canada,194.0,4,Guard,2014.0,2017.0,"6""3",0
203516,1990-07-01,Cal State-Long Beach,USA,215.0,8,Forward,2014.0,2021.0,"6""6",0
201623,1986-07-28,Fenerbahce,Turkey,240.0,3,Center,2010.0,2011.0,"7""0",0
76679,1932-07-30,Niagara,USA,220.0,1,Forward,1957.0,1957.0,"6""3",0
76680,1944-04-19,UCLA,USA,195.0,12,Forward,1965.0,1976.0,"6""5",0
76681,1950-02-22,Massachusetts,USA,200.0,11,Forward,1976.0,1986.0,"6""7",0
1915,1975-05-30,Northwestern,USA,250.0,5,Center,1999.0,2003.0,"6""11",0
76682,1924-01-21,Kansas,USA,200.0,1,Center,1948.0,1948.0,"6""5",0
76683,1969-03-01,Fortitudo Bologna,Italy,198.0,1,Guard,1995.0,1995.0,"6""3",0
1629234,1997-02-01,Oregon State,USA,245.0,5,Forward-Center,2018.0,2023.0,"6""10",1
76687,1925-05-31,Butler,USA,175.0,1,Guard,1949.0,1949.0,"6""2",0
76685,1955-11-11,UNLV,USA,202.0,1,Forward,1979.0,1979.0,"6""8",0
1628980,1997-06-18,Cincinnati,USA,210.0,3,Guard-Forward,2018.0,2019.0,"6""4",0
202379,1987-10-24,Western Kentucky,USA,200.0,7,Forward,2010.0,2017.0,"6""9",0
2230,1978-11-08,Texas,USA,220.0,10,Guard-Forward,2001.0,2011.0,"6""5",0
2501,1980-05-18,Iowa,USA,245.0,13,Center-Forward,2002.0,2014.0,"6""8",0
201936,1989-09-19,Memphis,USA,220.0,10,Guard,2009.0,2018.0,"6""6",0
101137,1983-03-26,Duke,USA,185.0,2,Guard,2005.0,2006.0,"6""3",0
201607,1984-05-20,Georgetown,USA,235.0,2,Forward,2010.0,2010.0,"6""8",0
203957,1995-07-13,Australian Institute of Sport,Australia,214.0,7,Guard,2014.0,2020.0,"6""5",0
201963,1989-06-22,DKV Joventut,Congo,210.0,3,Forward,2010.0,2011.0,"6""7",0
203105,1989-10-21,Vanderbilt,Nigeria,265.0,4,Center,2012.0,2016.0,"6""11",0
76689,1905-04-04,Rhode Island,USA,,3,,1947.0,1949.0,,0
76690,1913-09-04,Pittsburgh,USA,190.0,1,Forward,1946.0,1946.0,"6""1",0
76691,1943-04-28,Brigham Young,USA,205.0,1,Forward,1965.0,1965.0,"6""7",0
1629605,1995-12-10,UCF,Senegal,311.0,3,Center,2019.0,2021.0,"7""6",0
76692,1924-04-03,City College of New York,USA,185.0,1,Forward,1948.0,1948.0,"6""1",0
76693,1932-04-13,Indiana,USA,190.0,3,Guard,1954.0,1958.0,"6""4",0
200770,1986-11-30,UCLA,USA,180.0,10,Guard,2006.0,2016.0,"6""2",0
2824,1981-10-07,Southern California,USA,220.0,2,Guard,2006.0,2008.0,"6""5",0
76695,1964-09-23,Alabama,USA,190.0,5,Forward,1987.0,1993.0,"6""4",0
76694,1936-09-26,San Francisco,USA,210.0,7,Forward,1958.0,1965.0,"6""7",0
1108,1970-01-03,Nebraska,USA,244.0,3,Forward,1997.0,1999.0,"6""9",0
203543,1988-05-05,Valencia,Brazil,260.0,2,Center,2013.0,2013.0,"6""11",0
202324,1991-07-15,Georgia Tech,USA,265.0,13,Forward,2010.0,2021.0,"6""9",1
201174,1985-06-17,Nevada-Reno,USA,235.0,2,Forward,2007.0,2007.0,"6""11",0
76697,1940-12-10,Florida State,USA,190.0,1,Forward,1962.0,1962.0,"6""6",0
76699,1954-05-19,Vanderbilt,USA,185.0,1,Guard,1976.0,1976.0,"6""4",0
994,1974-07-03,Michigan State,USA,255.0,6,Forward,1996.0,2002.0,"6""8",0
76701,1931-08-06,DePaul,USA,185.0,1,Guard,1955.0,1955.0,"6""3",0
76703,1962-06-08,Texas-El Paso,USA,235.0,5,Center,1986.0,1991.0,"6""11",0
1627770,1995-03-29,Oakland,USA,176.0,3,Guard,2016.0,2017.0,"5""9",0
1626245,1992-07-07,Flamengo,Brazil,270.0,7,Forward-Center,2015.0,2020.0,"6""11",0
203467,1990-08-17,Arizona State,USA,201.0,2,Guard-Forward,2013.0,2013.0,"6""6",0
101230,1981-10-04,Fresno State,USA,225.0,2,Forward,2005.0,2005.0,"6""9",0
76704,1930-12-10,Long Island-Brooklyn,USA,220.0,9,Center,1953.0,1961.0,"6""11",0
101109,1984-06-26,North Carolina,USA,205.0,15,Guard,2005.0,2018.0,"6""1",0
76705,1929-06-12,Northwestern,USA,180.0,2,Guard,1951.0,1952.0,"6""0",0
76706,1922-02-08,Manhattan,USA,190.0,1,Forward,1946.0,1946.0,"6""3",0
2724,1977-07-22,Detroit,USA,210.0,2,Forward,2003.0,2003.0,"6""7",0
1628390,1998-05-17,,USA,190.0,4,Guard,2017.0,2020.0,"6""6",0
201164,1985-04-04,DKV Joventut,Spain,,5,,2008.0,2016.0,,0
1628981,1998-08-15,Maryland,Angola,240.0,4,Forward-Center,2019.0,2023.0,"6""10",1
76707,1953-11-01,San Francisco,USA,205.0,6,Center,1975.0,1983.0,"6""10",0
76708,1933-07-06,Michigan State,USA,190.0,6,Guard,1955.0,1962.0,"6""4",0
76709,1964-05-24,Houston,USA,240.0,1,Forward,1988.0,1988.0,"7""1",0
273,1965-02-28,Georgia Tech,USA,215.0,11,Forward,1988.0,1998.0,"6""7",0
1627812,1993-05-09,Indiana,USA,178.0,6,Guard,2016.0,2020.0,"6""0",0
76711,1925-07-29,Utah,USA,180.0,3,Forward,1948.0,1950.0,"6""4",0
76712,1937-05-31,St. Louis,USA,230.0,10,Center,1959.0,1968.0,"6""8",0
198,1966-10-17,Duke,USA,235.0,14,Forward,1990.0,2002.0,"6""10",0
201178,1986-12-24,Cherkaski,Ukraine,280.0,6,Center,2007.0,2011.0,"7""1",0
76713,1962-02-09,UCLA,USA,220.0,4,Forward,1984.0,1987.0,"6""5",0
202361,1988-06-27,Stanford,USA,215.0,5,Guard-Forward,2010.0,2014.0,"6""7",0
76714,1944-02-05,Tennessee Tech,USA,205.0,1,Forward,1967.0,1967.0,"6""5",0
76715,1947-03-07,Cheyney,USA,240.0,2,Center,1970.0,1971.0,"7""1",0
76716,1942-04-20,Dayton,USA,240.0,9,Center,1966.0,1974.0,"7""0",0
714,1973-03-06,Wisconsin,USA,225.0,16,Guard-Forward,1995.0,2009.0,"6""7",0
76717,1928-05-27,St. John's (NY),USA,185.0,3,Guard,1952.0,1954.0,"6""1",0
965,1974-08-09,Arkansas-Little Rock,USA,210.0,18,Guard,1996.0,2013.0,"6""1",0
2809,1982-08-12,Kentucky,USA,188.0,2,Guard,2005.0,2005.0,"6""3",0
1630238,1997-07-04,,USA,230.0,3,Forward,2020.0,2021.0,"6""5",1
76719,1920-11-18,Seton Hall,USA,175.0,2,Forward,1946.0,1947.0,"6""2",0
2033,1978-08-10,Iowa State,USA,,6,,2000.0,2007.0,,0
76721,1922-02-14,New York University,USA,190.0,5,Guard,1946.0,1952.0,"6""2",0
76722,1954-04-05,Arizona,USA,215.0,1,Forward,1977.0,1977.0,"6""7",0
76723,1933-07-25,Niagara,USA,189.0,5,Guard,1955.0,1959.0,"6""3",0
2784,1981-04-11,Manhattan,USA,195.0,2,Guard,2004.0,2004.0,"6""2",0
76725,1957-06-13,Notre Dame,USA,225.0,1,Forward,1982.0,1982.0,"6""8",0
76726,1960-03-06,Georgetown,USA,170.0,13,Guard,1982.0,1994.0,"6""3",0
201938,1989-02-06,Syracuse,USA,185.0,4,Guard,2009.0,2011.0,"6""0",0
76728,1953-03-19,Canisius,USA,205.0,1,Guard,1975.0,1975.0,"6""5",0
76729,1939-04-19,Holy Cross,USA,170.0,1,Forward,1962.0,1962.0,"6""3",0
1829,1975-04-16,Washington State,USA,,1,,2001.0,2001.0,,0
1631323,1995-12-09,Baskonia,Italy,209.0,1,Forward,2022.0,2023.0,"6""7",1
202880,1987-07-14,Cornell,USA,265.0,1,Center-Forward,2011.0,2011.0,"7""0",0
1627854,1993-07-23,Michigan State,USA,205.0,7,Guard,2016.0,2022.0,"6""2",1
201814,1985-02-25,Massachusetts,Panama,220.0,3,Forward,2010.0,2011.0,"6""7",0
1630758,1997-12-22,LeonesdePonce,USA,220.0,2,Forward,2021.0,2021.0,"6""8",0
2228,1981-05-29,Houston,USA,280.0,4,Forward,2001.0,2003.0,"6""9",0
76733,1949-01-11,Villanova,USA,190.0,10,Guard,1972.0,1981.0,"6""5",0
76734,1952-12-31,California-Santa Barbara,USA,215.0,7,Forward,1975.0,1981.0,"6""9",0
76735,1946-04-29,Maryland-Eastern Shore,USA,180.0,2,Guard,1970.0,1971.0,"6""3",0
76736,1956-02-09,North Carolina,USA,175.0,7,Guard,1978.0,1984.0,"6""2",0
726,1972-08-26,Illinois-Chicago,USA,210.0,1,Forward,1995.0,1995.0,"6""7",0
2551,1983-03-24,Texas-Austin,USA,165.0,8,Guard,2003.0,2011.0,"6""0",0
76738,1926-01-17,New York University,USA,175.0,1,Guard,1948.0,1948.0,"5""10",0
76739,1954-07-08,Grand Canyon,USA,235.0,2,Center,1977.0,1978.0,"6""10",0
1630235,1998-06-12,Florida State,USA,210.0,3,Guard,2020.0,2023.0,"6""4",1
2218,1981-03-23,North Carolina,USA,194.0,3,Guard,2001.0,2002.0,"6""4",0
202622,1988-05-23,Arkansas,USA,185.0,2,Guard,2011.0,2011.0,"5""11",0
1504,1976-03-27,Cincinnati,USA,260.0,10,Center-Forward,1997.0,2006.0,"6""8",0
323,1968-10-03,Texas-El Paso,USA,250.0,13,Center,1990.0,2002.0,"6""11",0
1902,1977-01-16,Southwest Texas State,USA,250.0,13,Forward-Center,1999.0,2011.0,"6""11",0
76742,1960-10-10,UCLA,USA,160.0,3,Guard,1983.0,1985.0,"6""1",0
1630701,2003-01-16,                                   ,USA,250.0,1,Forward,2022.0,2022.0,"6""8",1
203095,1992-10-29,Poitiers Basket 86,France,205.0,11,Guard-Forward,2012.0,2023.0,"6""6",1
76744,1928-06-24,La Salle,USA,215.0,12,Center,1950.0,1961.0,"6""9",0
76745,1927-06-20,Missouri,USA,230.0,1,Center,1951.0,1951.0,"6""7",0
1762,1976-04-11,Fresno State,USA,220.0,4,Forward,2001.0,2004.0,"6""8",0
1628368,1997-12-20,Kentucky,USA,185.0,6,Guard,2017.0,2023.0,"6""3",1
76746,1949-08-29,Jacksonville,USA,175.0,1,Guard,1972.0,1972.0,"6""2",0
76747,1943-04-07,South Carolina,USA,230.0,10,Center,1967.0,1976.0,"6""10",0
296,1969-07-24,North Carolina,Canada,235.0,14,Forward,1991.0,2003.0,"6""7",0
200751,1983-09-24,Villanova,USA,218.0,12,Guard,2006.0,2016.0,"6""4",0
1502,1975-03-09,Colgate,St. Vincent & Grenadines,270.0,13,Center,1997.0,2009.0,"6""10",0
1883,1977-02-21,Maryland,USA,210.0,10,Guard,1999.0,2007.0,"6""3",0
