person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,from_year,to_year
994,1974-07-03 0:00,Michigan State,USA,6-8,255,6,Forward,Inactive,1996,2002
76701,1931-08-06 0:00,DePaul,USA,6-3,185,1,Guard,Inactive,1955,1955
76703,1962-06-08 0:00,Texas-El Paso,USA,6-11,235,5,Center,Inactive,1986,1991
1627770,1995-03-29 0:00,Oakland,USA,5-9,176,3,Guard,Inactive,2016,2017
1626245,1992-07-07 0:00,Flamengo,Brazil,6-11,270,7,Forward-Center,Inactive,2015,2020
203467,1990-08-17 0:00,Arizona State,USA,6-6,201,2,Guard-Forward,Inactive,2013,2013
101230,1981-10-04 0:00,Fresno State,USA,6-9,225,2,Forward,Inactive,2005,2005
76704,1930-12-10 0:00,Long Island-Brooklyn,USA,6-11,220,9,Center,Inactive,1953,1961
101109,1984-06-26 0:00,North Carolina,USA,6-1,205,15,Guard,Inactive,2005,2018
76705,1929-06-12 0:00,Northwestern,USA,6-0,180,2,Guard,Inactive,1951,1952
76706,1922-02-08 0:00,Manhattan,USA,6-3,190,1,Forward,Inactive,1946,1946
2724,1977-07-22 0:00,Detroit,USA,6-7,210,2,Forward,Inactive,2003,2003
1628390,1998-05-17 0:00,NULL,USA,6-6,190,4,Guard,Inactive,2017,2020
201164,1985-04-04 0:00,DKV Joventut,Spain,NULL,NULL,5,NULL,Inactive,2008,2016
1628981,1998-08-15 0:00,Maryland,Angola,6-10,240,4,Forward-Center,Active,2019,2023
76707,1953-11-01 0:00,San Francisco,USA,6-10,205,6,Center,Inactive,1975,1983
76708,1933-07-06 0:00,Michigan State,USA,6-4,190,6,Guard,Inactive,1955,1962
76709,1964-05-24 0:00,Houston,USA,7-1,240,1,Forward,Inactive,1988,1988
273,1965-02-28 0:00,Georgia Tech,USA,6-7,215,11,Forward,Inactive,1988,1998
1627812,1993-05-09 0:00,Indiana,USA,6-0,178,6,Guard,Inactive,2016,2020
76711,1925-07-29 0:00,Utah,USA,6-4,180,3,Forward,Inactive,1948,1950
76712,1937-05-31 0:00,St. Louis,USA,6-8,230,10,Center,Inactive,1959,1968
198,1966-10-17 0:00,Duke,USA,6-10,235,14,Forward,Inactive,1990,2002
201178,1986-12-24 0:00,Cherkaski,Ukraine,7-1,280,6,Center,Inactive,2007,2011
76713,1962-02-09 0:00,UCLA,USA,6-5,220,4,Forward,Inactive,1984,1987
202361,1988-06-27 0:00,Stanford,USA,6-7,215,5,Guard-Forward,Inactive,2010,2014
76714,1944-02-05 0:00,Tennessee Tech,USA,6-5,205,1,Forward,Inactive,1967,1967
76715,1947-03-07 0:00,Cheyney,USA,7-1,240,2,Center,Inactive,1970,1971
76716,1942-04-20 0:00,Dayton,USA,7-0,240,9,Center,Inactive,1966,1974
714,1973-03-06 0:00,Wisconsin,USA,6-7,225,16,Guard-Forward,Inactive,1995,2009
76717,1928-05-27 0:00,St. John's (NY),USA,6-1,185,3,Guard,Inactive,1952,1954
965,1974-08-09 0:00,Arkansas-Little Rock,USA,6-1,210,18,Guard,Inactive,1996,2013
2809,1982-08-12 0:00,Kentucky,USA,6-3,188,2,Guard,Inactive,2005,2005
1630238,1997-07-04 0:00,NULL,USA,6-5,230,3,Forward,Inactive,2020,2021
76719,1920-11-18 0:00,Seton Hall,USA,6-2,175,2,Forward,Inactive,1946,1947
2033,1978-08-10 0:00,Iowa State,USA,NULL,NULL,6,NULL,Inactive,2000,2007
76721,1922-02-14 0:00,New York University,USA,6-2,190,5,Guard,Inactive,1946,1952
76722,1954-04-05 0:00,Arizona,USA,6-7,215,1,Forward,Inactive,1977,1977
76723,1933-07-25 0:00,Niagara,USA,6-3,189,5,Guard,Inactive,1955,1959
2784,1981-04-11 0:00,Manhattan,USA,6-2,195,2,Guard,Inactive,2004,2004
76725,1957-06-13 0:00,Notre Dame,USA,6-8,225,1,Forward,Inactive,1982,1982
76726,1960-03-06 0:00,Georgetown,USA,6-3,170,13,Guard,Inactive,1982,1994
201938,1989-02-06 0:00,Syracuse,USA,6-0,185,4,Guard,Inactive,2009,2011
76728,1953-03-19 0:00,Canisius,USA,6-5,205,1,Guard,Inactive,1975,1975
76729,1939-04-19 0:00,Holy Cross,USA,6-3,170,1,Forward,Inactive,1962,1962
1829,1975-04-16 0:00,Washington State,USA,NULL,NULL,1,NULL,Inactive,2001,2001
1631323,1995-12-09 0:00,Baskonia,Italy,6-7,209,1,Forward,Active,2022,2023
202880,1987-07-14 0:00,Cornell,USA,7-0,265,1,Center-Forward,Inactive,2011,2011
1627854,1993-07-23 0:00,Michigan State,USA,6-2,205,7,Guard,Inactive,2016,2022
201814,1985-02-25 0:00,Massachusetts,Panama,6-7,220,3,Forward,Inactive,2010,2011
1630758,1997-12-22 0:00,LeonesdePonce,USA,6-8,220,2,Forward,Inactive,2021,2021
2228,1981-05-29 0:00,Houston,USA,6-9,280,4,Forward,Inactive,2001,2003
76733,1949-01-11 0:00,Villanova,USA,6-5,190,10,Guard,Inactive,1972,1981
76734,1952-12-31 0:00,California-Santa Barbara,USA,6-9,215,7,Forward,Inactive,1975,1981
76735,1946-04-29 0:00,Maryland-Eastern Shore,USA,6-3,180,2,Guard,Inactive,1970,1971
76736,1956-02-09 0:00,North Carolina,USA,6-2,175,7,Guard,Inactive,1978,1984
726,1972-08-26 0:00,Illinois-Chicago,USA,6-7,210,1,Forward,Inactive,1995,1995
2551,1983-03-24 0:00,Texas-Austin,USA,6-0,165,8,Guard,Inactive,2003,2011
76738,1926-01-17 0:00,New York University,USA,5-10,175,1,Guard,Inactive,1948,1948
76739,1954-07-08 0:00,Grand Canyon,USA,6-10,235,2,Center,Inactive,1977,1978
1630235,1998-06-12 0:00,Florida State,USA,6-4,210,3,Guard,Active,2020,2023
2218,1981-03-23 0:00,North Carolina,USA,6-4,194,3,Guard,Inactive,2001,2002
202622,1988-05-23 0:00,Arkansas,USA,5-11,185,2,Guard,Inactive,2011,2011
1504,1976-03-27 0:00,Cincinnati,USA,6-8,260,10,Center-Forward,Inactive,1997,2006
323,1968-10-03 0:00,Texas-El Paso,USA,6-11,250,13,Center,Inactive,1990,2002
1902,1977-01-16 0:00,Southwest Texas State,USA,6-11,250,13,Forward-Center,Inactive,1999,2011
76742,1960-10-10 0:00,UCLA,USA,6-1,160,3,Guard,Inactive,1983,1985
1630701,2003-01-16 0:00,                                   ,USA,6-8,250,1,Forward,Inactive,2022,2022
203095,1992-10-29 0:00,Poitiers Basket 86,France,6-6,205,11,Guard-Forward,Active,2012,2023
76744,1928-06-24 0:00,La Salle,USA,6-9,215,12,Center,Inactive,1950,1961
76745,1927-06-20 0:00,Missouri,USA,6-7,230,1,Center,Inactive,1951,1951
1762,1976-04-11 0:00,Fresno State,USA,6-8,220,4,Forward,Inactive,2001,2004
1628368,1997-12-20 0:00,Kentucky,USA,6-3,185,6,Guard,Active,2017,2023
76746,1949-08-29 0:00,Jacksonville,USA,6-2,175,1,Guard,Inactive,1972,1972
76747,1943-04-07 0:00,South Carolina,USA,6-10,230,10,Center,Inactive,1967,1976
296,1969-07-24 0:00,North Carolina,Canada,6-7,235,14,Forward,Inactive,1991,2003
200751,1983-09-24 0:00,Villanova,USA,6-4,218,12,Guard,Inactive,2006,2016
1502,1975-03-09 0:00,Colgate,St. Vincent & Grenadines,6-10,270,13,Center,Inactive,1997,2009
1883,1977-02-21 0:00,Maryland,USA,6-3,210,10,Guard,Inactive,1999,2007
76748,1965-04-26 0:00,Western Kentucky,USA,6-10,225,5,Forward,Inactive,1987,1993
76749,1913-11-03 0:00,Brooklyn,USA,6-0,195,1,Forward,Inactive,1946,1946
203479,1991-07-21 0:00,San Diego State,USA,6-5,191,3,Guard,Inactive,2013,2014
204025,1990-11-01 0:00,Penn State,USA,6-0,170,8,Guard,Inactive,2014,2021
76750,1945-03-29 0:00,Southern Illinois,USA,6-4,200,13,Guard,Inactive,1967,1979
76751,1942-08-24 0:00,Grambling,USA,6-7,210,1,Forward,Inactive,1965,1965
1626187,1994-03-08 0:00,Florida,USA,6-3,200,2,Guard,Inactive,2018,2019
1628982,1996-08-30 0:00,Tulane,USA,6-5,215,4,Guard-Forward,Inactive,2018,2021
76752,1964-12-07 0:00,Pepperdine,USA,6-7,205,3,Forward,Inactive,1988,1991
202690,1989-02-25 0:00,Brigham Young,USA,6-2,195,7,Guard,Inactive,2011,2018
76753,1953-12-09 0:00,Guilford,USA,6-3,185,13,Guard,Inactive,1975,1987
202683,1992-05-20 0:00,Fenerbahce,Turkey,6-10,250,11,Center,Inactive,2011,2021
200777,1987-02-07 0:00,Malaga,United Kingdom,6-10,225,3,Center-Forward,Inactive,2012,2014
76754,1944-07-18 0:00,Illinois,USA,6-3,185,1,Guard,Inactive,1975,1975
76755,1948-07-25 0:00,Oregon State,USA,6-9,210,1,Forward,Inactive,1970,1970
76756,1950-11-05 0:00,Vanderbilt,USA,6-7,225,1,Forward,Inactive,1973,1973
2782,1981-10-02 0:00,Vanderbilt,USA,6-9,249,3,Forward,Inactive,2004,2006
76757,1921-10-26 0:00,Long Island-Brooklyn,USA,6-2,195,1,Forward,Inactive,1946,1946
76758,1935-04-14 0:00,California,USA,6-4,185,1,Guard,Inactive,1957,1957
76759,1945-02-18 0:00,Colorado,USA,6-4,195,1,Guard,Inactive,1968,1968
76760,1931-12-10 0:00,Hamline,USA,6-8,210,2,Center,Inactive,1953,1954
101112,1983-05-17 0:00,Arizona,USA,7-0,255,14,Forward-Center,Inactive,2005,2018
76761,1949-12-25 0:00,Brigham Young,USA,6-3,185,2,Guard,Inactive,1973,1974
76762,1920-07-24 0:00,Long Island-Brooklyn,USA,6-2,175,1,Forward,Inactive,1946,1946
76763,1918-07-06 0:00,Polytechnic HS (CA),USA,6-0,170,1,Guard,Inactive,1947,1947
76764,1921-10-26 0:00,Murray State,USA,6-5,190,8,Forward,Inactive,1946,1953
2673,1981-05-13 0:00,Fresno State,USA,6-9,240,2,Forward,Inactive,2003,2003
957,1974-07-25 0:00,North Carolina State,USA,NULL,NULL,5,Center,Inactive,1996,2000
76765,1958-09-04 0:00,Pepperdine,USA,6-4,180,1,Guard,Inactive,1980,1980
1628365,1998-05-29 0:00,Washington,USA,6-4,209,6,Guard,Active,2017,2023
1444,1970-12-15 0:00,Ohio State,USA,6-9,230,8,Forward,Inactive,1997,2004
76767,1954-10-18 0:00,Michigan State,USA,6-5,190,4,Guard,Inactive,1976,1979
76768,1922-05-13 0:00,Syracuse,USA,5-11,170,6,Guard,Inactive,1949,1954
1629117,1997-03-26 0:00,Kentucky,South Sudan,6-9,205,4,Forward,Active,2018,2023
2429,1978-02-02 0:00,UCLA,Netherlands,6-11,240,11,Center,Inactive,2002,2011
202070,1984-11-14 0:00,Massachusetts,USA,6-8,205,1,Forward,Inactive,2009,2009
1629655,1998-10-01 0:00,Arkansas,USA,6-10,234,4,Forward-Center,Active,2019,2023
101184,1982-03-22 0:00,Fairfield,South Sudan,6-9,250,1,Forward,Inactive,2005,2005
76769,1905-04-02 0:00,DePaul,USA,NULL,NULL,2,NULL,Inactive,1947,1949
76770,1965-06-01 0:00,Loyola-Marymount,USA,6-3,195,5,Guard,Inactive,1988,1994
2558,1981-01-07 0:00,Louisville,USA,6-6,205,3,Guard,Inactive,2003,2005
202178,1986-04-18 0:00,Georgia,USA,6-1,200,4,Guard,Inactive,2009,2011
76771,1950-07-18 0:00,Elizabeth City State,USA,6-4,185,6,Guard,Inactive,1976,1981
76772,1969-05-30 0:00,Creighton,USA,6-10,255,1,Center,Inactive,1993,1993
76773,1927-04-26 0:00,Truman State,USA,6-6,210,10,Forward,Inactive,1948,1957
201568,1988-08-08 0:00,Olimpia Milano,Italy,6-10,236,13,Forward,Active,2008,2023
204038,1991-12-09 0:00,St. Joseph's (PA),USA,6-1,200,9,Guard,Inactive,2014,2021
76774,1937-04-16 0:00,Oregon State,USA,6-6,215,12,Forward,Inactive,1958,1969
333,1965-11-13 0:00,Iowa,USA,6-5,210,10,Forward,Inactive,1987,1996
76776,1922-06-22 0:00,Duke,USA,6-4,205,1,Forward,Inactive,1946,1946
200816,1977-12-19 0:00,Malaga,Spain,6-9,245,2,Forward,Inactive,2006,2007
2092,1973-10-17 0:00,Providence,USA,NULL,NULL,1,Forward,Inactive,2000,2000
101128,1981-12-31 0:00,Louisville,Dominican Republic,6-7,215,10,Guard-Forward,Inactive,2005,2014
76778,1923-09-18 0:00,DePauw,USA,6-3,195,1,Forward,Inactive,1948,1948
201242,1985-02-08 0:00,Missouri,USA,6-5,225,3,Guard,Inactive,2007,2008
76779,1925-05-14 0:00,Utah,USA,6-5,200,3,Center,Inactive,1949,1951
76780,1918-06-13 0:00,St. John's (NY),USA,6-0,190,3,Guard,Inactive,1946,1948
1627868,1993-05-17 0:00,George Washington,Argentina,6-6,203,2,Guard-Forward,Inactive,2016,2016
1629636,2000-01-26 0:00,Vanderbilt,USA,6-1,192,4,Guard,Active,2019,2023
76781,1957-10-12 0:00,DePaul,USA,6-4,180,1,Guard,Inactive,1979,1979
76783,1932-10-29 0:00,Minnesota,USA,6-3,200,6,Guard,Inactive,1955,1960
1612,1975-02-23 0:00,Memphis,USA,5-10,156,3,Guard,Inactive,1997,2000
76785,1960-04-22 0:00,Wyoming,USA,6-9,225,4,Forward,Inactive,1982,1985
708,1976-05-19 0:00,Farragut Academy HS (IL),USA,6-11,240,22,Forward,Inactive,1995,2015
1831,1975-07-03 0:00,Santa Clara,USA,6-2,186,1,Guard,Inactive,1998,1998
1628656,1994-10-16 0:00,DePaul,USA,6-6,215,2,Guard-Forward,Inactive,2018,2018
76786,1956-07-11 0:00,Oral Roberts,USA,6-7,190,4,Forward,Inactive,1980,1983
1051,1966-11-27 0:00,Indiana,USA,6-11,250,6,Center,Inactive,1996,2001
203197,1988-11-03 0:00,Iowa State,USA,6-4,190,2,Guard,Inactive,2012,2013
76788,1947-01-31 0:00,Southern Illinois,USA,6-3,185,5,Guard,Inactive,1969,1973
1630585,1998-11-09 0:00,Kansas,USA,6-5,205,2,Guard,Inactive,2021,2021
76789,1950-07-16 0:00,Florida State,USA,6-6,210,5,Forward,Inactive,1972,1976
76790,1966-07-07 0:00,Rhode Island,USA,6-2,185,4,Guard,Inactive,1988,1991
76791,1959-06-06 0:00,Boston College,USA,6-8,205,1,Forward,Inactive,1983,1983
1727,1976-08-23 0:00,Notre Dame,USA,6-9,238,11,Forward,Inactive,1998,2007
1630586,2002-03-09 0:00,Real Madrid,Spain,6-8,229,2,Forward,Active,2021,2023
76793,1950-02-05 0:00,Boston University,USA,6-7,200,1,Forward,Inactive,1973,1973
2200,1980-07-06 0:00,FC Barcelona,Spain,7-0,250,19,Center-Forward,Inactive,2001,2018
423,1967-09-03 0:00,Old Dominion,USA,NULL,NULL,11,Forward,Inactive,1991,2001
200752,1986-08-17 0:00,Connecticut,USA,6-8,250,17,Forward-Guard,Active,2006,2023
76797,1927-05-11 0:00,Washington State,USA,6-4,210,1,Guard,Inactive,1950,1950
1845,1965-07-24 0:00,Seton Hall,USA,NULL,NULL,2,NULL,Inactive,1993,2017
1627771,1992-06-05 0:00,Syracuse,USA,6-7,200,2,Guard-Forward,Inactive,2016,2016
1002,1973-08-31 0:00,Arizona,USA,6-2,187,1,Guard,Inactive,1996,1997
202087,1987-05-29 0:00,Alabama,USA,6-6,225,8,Forward,Inactive,2009,2016
761,1969-09-10 0:00,Georgia Tech,USA,NULL,NULL,10,Center,Inactive,1992,2001
101153,1983-05-22 0:00,Real Madrid,France,6-7,215,4,Forward,Inactive,2006,2012
1904,1977-08-29 0:00,Augsburg,USA,6-8,235,12,Forward,Inactive,1999,2009
76800,1928-11-13 0:00,La Salle,USA,6-3,190,8,Guard,Inactive,1953,1960
1627875,1994-03-28 0:00,Georgia Tech,USA,6-5,226,3,Guard,Inactive,2016,2017
76802,1953-07-27 0:00,Virginia,USA,6-8,200,5,Forward,Inactive,1976,1980
76803,1963-03-28 0:00,Texas-San Antonio,USA,6-8,200,2,Forward,Inactive,1989,1990
76804,1952-04-27 0:00,Eastern Michigan,USA,6-7,180,10,Guard,Inactive,1976,1985
76805,1920-08-14 0:00,Temple,USA,6-4,205,1,Center,Inactive,1946,1946
76806,1950-06-10 0:00,Pacific,USA,6-10,220,8,Center,Inactive,1972,1979
76807,1948-12-20 0:00,Texas-El Paso,USA,6-5,210,5,Forward,Inactive,1971,1975
76808,1923-08-25 0:00,Western Kentucky,USA,5-11,175,1,Guard,Inactive,1949,1949
1626780,1987-11-08 0:00,New Mexico State,USA,6-2,185,4,Guard,Inactive,2016,2018
76810,1960-10-27 0:00,South Carolina Upstate,USA,6-10,205,2,Forward,Inactive,1983,1985
201959,1985-06-24 0:00,Southern California,USA,6-9,232,14,Forward,Active,2009,2023
76811,1921-12-05 0:00,Creighton,USA,6-5,198,1,Center,Inactive,1949,1949
201592,1985-02-13 0:00,New Mexico,USA,6-5,215,3,Guard,Inactive,2008,2009
1630581,2002-10-10 0:00,NBA Global Academy,Australia,6-8,216,2,Guard,Active,2021,2023
1628385,1998-04-22 0:00,Duke,USA,6-11,240,4,Forward-Center,Inactive,2017,2020
1628983,1998-07-12 0:00,Kentucky,Canada,6-6,195,5,Guard,Active,2018,2023
1630264,1992-10-17 0:00,Virginia,USA,6-8,230,3,Forward,Active,2020,2023
2109,1978-08-16 0:00,Weber State,USA,6-0,190,8,Guard,Inactive,2000,2008
383,1968-05-25 0:00,Illinois,USA,6-5,216,15,Guard,Inactive,1990,2004
76812,1965-09-19 0:00,Georgetown,USA,7-0,235,1,Center,Inactive,1988,1988
1631221,1999-06-25 0:00,Villanova,USA,6-1,195,0,Guard,Active,2022,2023
1630273,1997-06-14 0:00,Baylor,USA,6-9,245,2,Center,Inactive,2020,2021
76813,1905-04-04 0:00,St. Mary's (CA),USA,NULL,NULL,1,NULL,Inactive,1946,1946
288,1964-05-28 0:00,UNLV,USA,6-9,260,12,Forward,Inactive,1987,1999
76815,1946-05-05 0:00,Purdue,USA,6-3,190,8,Guard,Inactive,1969,1976
600014,1948-09-21 0:00,Jacksonville,USA,7-2,240,12,Center,Inactive,1976,1987
76817,1947-02-27 0:00,Fort Valley State,USA,6-6,225,1,Forward,Inactive,1970,1970
76818,1922-08-13 0:00,Washington,USA,6-4,225,5,Forward,Inactive,1946,1950
1938,1977-07-28 0:00,Virtus Bologna,Argentina,6-6,205,16,Guard,Inactive,2002,2017
1921,1977-06-20 0:00,CSKA Moscow,Croatia,6-6,220,7,Guard,Inactive,2002,2007
202148,1986-07-26 0:00,Alabama A&M,USA,6-11,220,2,Center,Inactive,2011,2011
76820,1919-06-07 0:00,North Carolina,USA,6-6,225,1,Center,Inactive,1948,1948
76821,1967-11-12 0:00,Mississippi,USA,6-5,221,4,Forward,Inactive,1990,1995
76822,1955-09-10 0:00,Southern Illinois,USA,6-2,175,10,Guard,Inactive,1977,1986
76823,1927-11-10 0:00,Loyola-Marymount,USA,6-6,190,1,Forward,Inactive,1949,1949
76824,1960-01-10 0:00,Akademik Varna,Bulgaria,6-8,235,1,Forward,Inactive,1985,1985
76825,1947-11-01 0:00,Western Kentucky,USA,6-8,210,1,Forward,Inactive,1971,1971
1901,1978-10-22 0:00,Georgia Tech,USA,6-5,225,6,Forward-Guard,Inactive,1999,2004
2601,1981-08-26 0:00,AEK Athens,Greece,7-1,280,1,Center,Inactive,2006,2006
76826,1959-08-03 0:00,Duke,USA,6-11,250,14,Center,Inactive,1980,1993
203497,1992-06-26 0:00,Cholet,France,7-1,258,10,Center,Active,2013,2023
76827,1967-06-14 0:00,Evansville,USA,6-10,250,2,Forward,Inactive,1990,1991
76828,1933-01-13 0:00,La Salle,USA,6-6,205,10,Guard,Inactive,1955,1965
924,1971-09-06 0:00,Houston,USA,6-2,182,8,Guard,Inactive,1995,2005
101155,1982-09-01 0:00,Providence,USA,6-7,245,8,Forward,Inactive,2005,2013
76830,1955-08-30 0:00,UNLV,USA,6-6,218,6,Forward,Inactive,1977,1982
76831,1963-01-19 0:00,Pepperdine,USA,6-5,205,2,Guard,Inactive,1986,1988
2400,1981-09-24 0:00,Kansas,USA,6-10,250,15,Forward,Inactive,2002,2015
76832,1943-04-23 0:00,UCLA,USA,6-1,170,14,Guard,Inactive,1965,1978
1864,1976-03-18 0:00,Princeton,USA,6-10,220,3,Center,Inactive,2000,2002
203462,1994-08-17 0:00,Kentucky,USA,6-5,205,5,Guard,Inactive,2013,2016
1629164,1995-10-02 0:00,Florida Gulf Coast,USA,6-0,180,5,Guard,Inactive,2018,2021
1630692,1998-10-23 0:00,St. Louis,USA,6-3,200,2,Guard,Active,2021,2023
76833,1920-12-22 0:00,St John's Prep HS (NY),USA,6-2,203,2,Forward,Inactive,1946,1947
203932,1995-09-16 0:00,Arizona,USA,6-8,235,9,Forward,Active,2014,2023
2732,1983-04-04 0:00,Connecticut,USA,6-3,205,12,Guard,Inactive,2004,2014
204079,1990-07-12 0:00,New Mexico,USA,6-9,245,1,Center-Forward,Inactive,2014,2014
201569,1988-12-25 0:00,Indiana,USA,6-3,215,16,Guard,Inactive,2008,2022
76834,1962-06-24 0:00,Louisville,USA,6-3,185,4,Guard,Inactive,1984,1987
101162,1984-02-17 0:00,RheinEnergie Cologne,Poland,6-11,240,12,Center,Inactive,2007,2018
76836,1920-11-28 0:00,DeWitt Clinton HS (NY),USA,5-11,180,2,Guard,Inactive,1946,1947
202726,1988-12-07 0:00,College of Charleston,USA,6-3,200,4,Guard,Inactive,2011,2015
76837,1928-04-17 0:00,DePaul,USA,5-11,185,1,Guard,Inactive,1953,1953
76838,1930-01-15 0:00,Tuley HS (IL),USA,6-8,195,13,Forward,Inactive,1948,1961
1628984,1995-02-22 0:00,Kansas,USA,6-1,195,5,Guard,Active,2018,2023
37,1970-11-26 0:00,Indiana,USA,6-4,174,5,Guard,Inactive,1993,1997
101121,1982-06-11 0:00,Oklahoma State,USA,6-7,230,7,Forward,Inactive,2005,2010
76843,1945-02-23 0:00,New York University,USA,6-1,185,2,Guard,Inactive,1967,1968
76841,1965-05-05 0:00,Auburn-Montgomery,USA,6-8,220,1,Forward,Inactive,1988,1988
76842,1967-11-28 0:00,Ohio,USA,6-6,200,3,Guard,Inactive,1991,1993
1626203,1993-10-28 0:00,Virginia Commonwealth,USA,6-5,219,5,Guard-Forward,Inactive,2016,2019
76844,1960-10-04 0:00,South Florida,USA,7-0,235,1,Center,Inactive,1990,1990
97,1964-07-09 0:00,New Orleans,USA,6-6,220,4,Forward,Inactive,1988,1995
101122,1983-04-20 0:00,New Mexico,USA,6-9,222,11,Forward-Guard,Inactive,2005,2014
76847,1961-10-27 0:00,Villanova,USA,6-3,190,3,Guard,Inactive,1983,1986
258,1972-03-05 0:00,Xavier,USA,6-9,254,13,Forward-Center,Inactive,1994,2005
76850,1927-05-20 0:00,Minnesota,USA,6-3,195,2,Forward,Inactive,1949,1950
285,1966-08-29 0:00,College of New Jersey,USA,5-7,140,6,Guard,Inactive,1989,1995
265,1965-07-04 0:00,Oklahoma,USA,6-9,225,11,Forward,Inactive,1988,1998
1514,1974-01-06 0:00,Wisconsin,USA,7-0,245,2,Center,Inactive,1998,2003
76853,1950-01-01 0:00,Kentucky State,USA,6-7,215,2,Forward,Inactive,1972,1973
1629055,1995-03-19 0:00,Clemson,USA,6-8,215,2,Forward,Inactive,2018,2018
76854,1923-08-27 0:00,Ohio State,USA,6-2,185,1,Guard,Inactive,1949,1949
76855,1962-01-05 0:00,Yale,USA,6-3,200,1,Forward,Inactive,1984,1984
1629755,1996-07-16 0:00,South Carolina,USA,6-2,187,1,Guard,Inactive,2021,2021
201189,1984-12-07 0:00,Pittsburgh,USA,7-0,270,7,Center,Inactive,2007,2013
1516,1975-09-27 0:00,California,USA,6-3,210,2,Guard,Inactive,1997,1998
1026,1969-12-13 0:00,UNLV,USA,6-7,235,1,Forward,Inactive,1996,1996
76859,1945-02-23 0:00,Oklahoma City,USA,6-1,185,1,Guard,Inactive,1967,1967
1627982,1993-09-09 0:00,Louisiana State,USA,6-0,180,3,Guard,Inactive,2017,2019
76860,1951-12-19 0:00,Long Beach State,USA,6-8,240,3,Forward,Inactive,1974,1976
1630564,1999-07-07 0:00,Florida State,USA,6-7,269,1,Forward,Active,2022,2023
76861,1963-05-27 0:00,UCLA,USA,7-0,235,7,Center,Inactive,1984,1990
76862,1967-07-08 0:00,Memphis,USA,6-6,230,1,Forward,Inactive,1988,1988
76863,1922-03-20 0:00,Harvard,USA,6-1,175,2,Guard,Inactive,1946,1947
81,1965-12-17 0:00,Iowa State,USA,6-5,210,9,Guard,Inactive,1988,1997
76865,1947-09-15 0:00,Rutgers,USA,6-7,206,2,Forward,Inactive,1969,1970
920,1963-10-04 0:00,Oregon State,USA,6-9,225,16,Forward,Inactive,1985,2000
1631260,1999-09-27 0:00,Northern Iowa,USA,6-5,190,1,Guard,Active,2022,2023
201980,1987-06-22 0:00,North Carolina,USA,6-6,215,14,Guard,Active,2009,2023
101209,1982-10-25 0:00,Hampton,USA,6-7,212,2,Guard-Forward,Inactive,2005,2005
203110,1990-03-04 0:00,Michigan State,USA,6-6,230,11,Forward,Active,2012,2023
203475,1991-05-09 0:00,Virginia Tech,USA,6-4,185,2,Guard,Inactive,2014,2015
101123,1986-01-26 0:00,No College,USA,6-7,205,13,Guard-Forward,Inactive,2005,2018
203210,1990-06-21 0:00,Alabama,USA,6-9,227,9,Forward-Center,Active,2014,2023
1630224,2002-02-09 0:00,NBA G League Ignite,USA,6-4,186,2,Guard,Active,2021,2023
1629750,1993-07-23 0:00,Radford,USA,6-5,205,4,Guard,Active,2019,2023
201145,1986-08-28 0:00,Georgetown,USA,6-8,235,15,Forward,Active,2007,2023
1630182,2000-11-16 0:00,Arizona,Australia,6-7,200,3,Guard,Active,2020,2023
76868,1959-09-19 0:00,Texas-Pan American,USA,6-8,215,1,Forward,Inactive,1985,1985
76869,1964-10-11 0:00,Wake Forest,USA,6-6,210,2,Guard,Inactive,1985,1986
600011,1947-03-22 0:00,Morehead State,USA,6-7,210,6,Forward,Inactive,1969,1974
76872,1946-11-13 0:00,Long Island-Brooklyn,USA,6-7,190,1,Forward,Inactive,1972,1972
76873,1951-08-06 0:00,Louisiana Tech,USA,6-10,200,4,Center,Inactive,1976,1979
76874,1954-08-18 0:00,Michigan,USA,6-0,170,14,Guard,Inactive,1977,1991
76875,1970-02-02 0:00,Iona,USA,6-5,210,3,Guard,Inactive,1991,1993
76877,1933-08-20 0:00,Duquesne,USA,6-2,185,9,Guard,Inactive,1956,1965
76876,1961-01-04 0:00,UNLV,USA,6-9,220,10,Forward,Inactive,1983,1992
76878,1953-10-04 0:00,Indiana,USA,6-7,220,3,Forward,Inactive,1976,1978
201192,1986-11-28 0:00,Florida,USA,6-0,177,1,Guard,Inactive,2007,2007
76879,1956-04-08 0:00,Southern,USA,6-2,185,1,Guard,Inactive,1978,1978
2584,1981-07-28 0:00,Detroit,USA,6-3,205,12,Guard,Inactive,2003,2014
201590,1988-02-21 0:00,Syracuse,USA,6-11,226,6,Forward,Inactive,2008,2012
101158,1982-02-04 0:00,Louisiana-Lafayette,USA,6-4,208,4,Guard,Inactive,2005,2010
76880,1941-11-22 0:00,Maryland,USA,6-5,195,2,Forward,Inactive,1963,1964
76881,1957-05-27 0:00,UCLA,USA,6-9,222,12,Forward,Inactive,1979,1990
2696,1979-10-23 0:00,Temple,USA,6-2,175,2,Guard,Inactive,2006,2006
76884,1958-12-26 0:00,Wisconsin,USA,6-8,205,2,Forward,Inactive,1985,1987
76885,1961-04-28 0:00,Oregon,USA,6-7,215,1,Forward,Inactive,1982,1982
76886,1930-06-22 0:00,La Salle,USA,6-5,180,1,Forward,Inactive,1953,1953
1631100,2003-08-25 0:00,Duke,USA,6-6,220,1,Forward,Active,2022,2023
